id,member,contextStrings,affinity1,dialogKey1,affinity2,dialogKey2,affinity3,dialogKey3,dialogString1,dialogString2,dialogString3
31025017-3,Suga,"[""Those leaves about to fall"",""Hanging insecure just like us""]",208,SMS_5S_Suga_31_02_01,160,SMS_5S_Suga_31_03_01,112,SMS_5S_Suga_31_04_01,"If I touch, even just once once",I want you to look into my eyes,9<color=#42b7fe>Fall Fall Fall</color> Everything scatters
31025018-15,Suga,"[""So I'm just wondering"",""7So there's a lot of things I do with them just by habit""]",208,SMS_5S_Suga_33_02_01,160,SMS_5S_Suga_33_03_01,112,SMS_5S_Suga_33_04_01,Do you pick at your nails?,Do your hands mirror each other?,#Do you lean your head on your hand?
31025019-5,Suga,"[""0Manager, it's somehow almost the end of the year"",""What about you, Manager?""]",208,SMS_5S_Suga_35_02_01,160,SMS_5S_Suga_35_03_01,112,SMS_5S_Suga_35_04_01,It feels like the holidays,It doesn't feel like it,What is the year-end feeling?
31025020-16,Suga,"[""\""Hello this is SUGA, one year older"","",Do you have a new year's resolution Manager?""]",208,SMS_5S_Suga_37_02_01,160,SMS_5S_Suga_37_03_01,112,SMS_5S_Suga_37_04_01,I do,I don't have any,I feel like a pebble
31025021-8,Suga,"[""Here's a problem"","">Something like... V's dorky, j-hope's kind, that kind of thing""]",112,SMS_5S_Suga_39_02_01,208,SMS_5S_Suga_39_03_01,160,SMS_5S_Suga_39_04_01,Genius Artist,You're like a hot iced americano,"Different, both inside and out"
31025022-3,Suga,"[""Is today a special day?"",""$There's tons of chocolate in my room""]",160,SMS_5S_Suga_41_02_01,208,SMS_5S_Suga_41_03_01,112,SMS_5S_Suga_41_04_01,"Your birthday, Yunki",Valentine's Day,I Don't Know Day
31025023-9,Suga,"[""Hello this is SUGA"",""=Looool so... I get to tell you what to do on your livestream?""]",208,SMS_5S_Suga_43_02_01,160,SMS_5S_Suga_43_03_01,112,SMS_5S_Suga_43_04_01,Do something funny,Do something heartwarming,Show off your specialty
31025024-8,Suga,"[""!That season is upon us once again"",""Stuff like that""]",112,SMS_5S1_Suga_024_02_01,208,SMS_5S1_Suga_024_03_01,160,SMS_5S1_Suga_024_04_01,Are you really Mr. Min Yunki?,I better mark it on my calendar,There's somewhere I wanna go
31025025-13,Suga,"[""6What would you want to be reborn as in your next life?"",""\""To be reborn as in your next life?""]",208,SMS_5S1_Suga_025_02_01,112,SMS_5S1_Suga_025_03_01,160,SMS_5S1_Suga_025_04_01,A pebble,BTS,Nothing really
31025026-7,Suga,"[""Today I"",""Is that so""]",208,SMS_5S1_Suga_026_02_01,112,SMS_5S1_Suga_026_03_01,160,SMS_5S1_Suga_026_04_01,People do call you 'Grandpa'...,You have a very calm vibe,Your professionalism on stage
31025027-8,Suga,"[""7Out of concern for you, I'm letting you know in advance"",""Learning English""]",160,SMS_5S1_Suga_027_02_01,208,SMS_5S1_Suga_027_03_01,112,SMS_5S1_Suga_027_04_01,Okay I won't,Consistency is key,What's your plan?
31025028-11,Suga,"[""It's June already"",""(Of myself and another member for a unit?""]",160,SMS_5S1_Suga_028_02_01,208,SMS_5S1_Suga_028_03_01,112,SMS_5S1_Suga_028_04_01,SOPE!,Team up with your roomie!,The rap line!
31025029-16,Suga,"[""<Cool because I didn't end up eating instant noodles at night"",""!You can look at it like that, yes""]",160,SMS_5S1_Suga_029_02_01,208,SMS_5S1_Suga_029_03_01,112,SMS_5S1_Suga_029_04_01,+Aren't you a bit too grateful for yourself?,"$You're counting precious things, huh",Lool hahah
31025030-9,Suga,"[""I heard that someone"","".Don't you think that sounds like a bad idea?;;""]",112,SMS_5S1_Suga_030_02_01,160,SMS_5S1_Suga_030_03_01,208,SMS_5S1_Suga_030_04_01,"Yeah, sounds like a bad idea...",Why not?,That depends
31025031-5,Suga,"[""9You know the <color=#42b7fe>MBTI</color> personality test"",""0What do you get when you take the test, Manager?""]",112,SMS_5S1_Suga_031_02_01,208,SMS_5S1_Suga_031_03_01,160,SMS_5S1_Suga_031_04_01,I don't know...,"I'm the same as you, Yunki",Nope not telling
31025032-4,Suga,"[""Manager"",""Have some free time?""]",208,SMS_5S1_Suga_032_02_01,112,SMS_5S1_Suga_032_03_01,160,SMS_5S1_Suga_032_04_01,Yeah I do,Nope I don't,I know what this is
31035001-8,J-Hope,"[""Manager!"",""KDon't despair! Hoseoki's umbrella delivery service is on its way! Zoom zoom""]",80,SMS_5S_J-hope_01_02_01,104,SMS_5S_J-hope_01_03_01,0,0,"No, it's okay...",I'd appreciate that!,
31035001-17,J-Hope,"[""Manager!"",""4Okay? Ah you haven't caught a cold already have you?""]",56,SMS_5S_J-hope_01_05_01,104,SMS_5S_J-hope_01_06_01,80,SMS_5S_J-hope_01_07_01,I think I've caught a cold.,I'm strong!,#They say dummies don't catch colds!
31035002-7,J-Hope,"[""Manager hey Manager"","">How are we supposed to eat meat this early in the morning?????""]",104,SMS_5S_J-hope_03_02_01,56,SMS_5S_J-hope_03_03_01,80,SMS_5S_J-hope_03_04_01,"-Meat belongs in breakfast, lunch, and dinner!",Everyone else wants to eat it.,You don't like meat?
31035002-12,J-Hope,"[""Manager hey Manager"",""/You're not buying only meat right now, are you?""]",104,SMS_5S_J-hope_03_05_01,56,SMS_5S_J-hope_03_06_01,80,SMS_5S_J-hope_03_07_01,I'm only buying meat.,"I got dessert, too, obviously!","I bought veggies, too!"
31035003-5,J-Hope,"[""Dance practice again today?"",""Why did something come up?""]",104,SMS_5S_J-hope_05_02_01,56,SMS_5S_J-hope_05_03_01,80,SMS_5S_J-hope_05_04_01,I just wanted to see you.,I got worried.,Let's go eat!
31035003-14,J-Hope,"[""Dance practice again today?"",""'I can't fall asleep if I don't wash up!""]",56,SMS_5S_J-hope_05_05_01,104,SMS_5S_J-hope_05_06_01,80,SMS_5S_J-hope_05_07_01,'Why are you so serious all of a sudden?,"I know, I know!","Haha, don't lie!"
31035004-8,J-Hope,"[""7Hoseok are you feeling any better?? I heard you're sick"",""LNo energy... I look out the window a lot and I don't have an appetite either""]",104,SMS_5S_J-hope_07_02_01,80,SMS_5S_J-hope_07_03_01,56,SMS_5S_J-hope_07_04_01,Maybe you're homesick?,Maybe you're lovesick?,'Maybe you've bottled up too much anger?
31035004-21,J-Hope,"[""7Hoseok are you feeling any better?? I heard you're sick"",""$What am I supposed to do about this?""]",80,SMS_5S_J-hope_07_05_01,104,SMS_5S_J-hope_07_06_01,0,0,Go visit your hometown.,*We could all go to your hometown together?,
31035006-5,J-Hope,"[""%Manager! Manager!! Manaaaaaageeeeer!!"",""\""Think about your answer carefully!""]",80,SMS_5S_J-hope_09_02_01,56,SMS_5S_J-hope_09_03_01,104,SMS_5S_J-hope_09_04_01,My cell phone!,$Why would I be on a deserted island?,Necessities!
31035006-13,J-Hope,"[""%Manager! Manager!! Manaaaaaageeeeer!!"",""+I was hoping you'd say my name, actually...""]",104,SMS_5S_J-hope_09_05_01,80,SMS_5S_J-hope_09_06_01,56,SMS_5S_J-hope_09_07_01,"Of course I'd take you, Hoseok!",You were hoping for that?,"Hoseok, you're a bit..."
31035007-3,J-Hope,"[""5It looks like you're not sleeping very well lately..."",""are you okay?""]",80,SMS_5S_J-hope_11_02_01,56,SMS_5S_J-hope_11_03_01,104,SMS_5S_J-hope_11_04_01,I'm okay,Nope I'm not okay,How'd you know?
31035007-15,J-Hope,"[""5It looks like you're not sleeping very well lately..."",""?how is it? listening to this should help you fall asleep right?""]",104,SMS_5S_J-hope_11_05_01,56,SMS_5S_J-hope_11_06_01,80,SMS_5S_J-hope_11_07_01,I think it will,Nope it's not helping,Will I be able to fall asleep?
31035008-5,J-Hope,"[""&Flowers live together in the flowerbed"","".Manager, what is your favorite kind of flower?""]",104,SMS_5S_J-hope_13_02_01,80,SMS_5S_J-hope_13_03_01,56,SMS_5S_J-hope_13_04_01,The Hobi flower!,All flowers!,I don't like flowers
31035008-14,J-Hope,"[""&Flowers live together in the flowerbed"",""Loool where are you right now?""]",80,SMS_5S_J-hope_13_05_01,56,SMS_5S_J-hope_13_06_01,104,SMS_5S_J-hope_13_07_01,"In your heart, Hoseok!",Right behind you!,Guess!
31035009-5,J-Hope,"[""I'm thinking about stuff lately"",""\""A complete 180! What do you think?""]",80,SMS_5S_J-hope_15_02_01,104,SMS_5S_J-hope_15_03_01,56,SMS_5S_J-hope_15_04_01,You're already good enough!,Great idea!,You're worrying over nothing.
31035009-10,J-Hope,"[""I'm thinking about stuff lately"",""\""Wait I just thought of a good idea""]",104,SMS_5S_J-hope_15_05_01,80,SMS_5S_J-hope_15_06_01,56,SMS_5S_J-hope_15_07_01,You should try singing,You should try acting,You should try MCing
31035010-5,J-Hope,"[""I'm at the dentist right now"",""Time isn't passing fast enough""]",104,SMS_5S_J-hope_17_02_01,80,SMS_5S_J-hope_17_03_01,56,SMS_5S_J-hope_17_04_01,I should have gone with you,Take deep breaths,Endure it
31035010-16,J-Hope,"[""I'm at the dentist right now"",""-Do you think it's going to be really painful?""]",104,SMS_5S_J-hope_17_05_01,56,SMS_5S_J-hope_17_06_01,80,SMS_5S_J-hope_17_07_01,It doesn't hurt that much,It hurts a lot,I'm not really sure
31035011-14,J-Hope,"[""Manager it's super hot hot hot"",""=Manager do you have any tips on kicking the heat to the curb?""]",160,SMS_5S_J-hope_19_02_01,208,SMS_5S_J-hope_19_03_01,112,SMS_5S_J-hope_19_04_01,A cold shower!,Fight fire with fire!,There are no tips
31035012-7,J-Hope,"[""Oh my"",""Hah""]",112,SMS_5S_J-hope_23_02_01,208,SMS_5S_J-hope_23_03_01,160,SMS_5S_J-hope_23_04_01,Was it fun?,Was it scary?,I wanna play too!
31035013-24,J-Hope,"[""Happy Chuseok, happy Chuseok!"",""?What should I do so other people will say I had a good holiday?""]",160,SMS_5S_J-hope_21_02_01,112,SMS_5S_J-hope_21_03_01,208,SMS_5S_J-hope_21_04_01,How about shopping?,Meet up with friends!,#How about doing some deep cleaning?
31035014-4,J-Hope,"[""Did you call?"",""and I just woke up @_@""]",160,SMS_5S_J-hope_25_02_01,208,SMS_5S_J-hope_25_03_01,112,SMS_5S_J-hope_25_04_01,Are you alright? T_T,+Yunki says he gave you a piggyback ride T_T,Did you get super carsick? T_T
31035015-11,J-Hope,"[""Please answer"",""FYou know I don't get scared easily right?! You know Manager, right?!?!""]",112,SMS_5S_J-hope_27_02_01,208,SMS_5S_J-hope_27_03_01,160,SMS_5S_J-hope_27_04_01,Yep of course I do!,You hid behind me last time,I'm even more timid...
31035016-11,J-Hope,"[""*Manager... Do you like rice puffs? @_@!!!!"",""2The bag's nearly as tall as me... What do I do T_T""]",112,SMS_5S_J-hope_29_02_01,160,SMS_5S_J-hope_29_03_01,208,SMS_5S_J-hope_29_04_01,Use it as weights and work out!,Put them in your mini-bag,Share it
31035017-9,J-Hope,"[""Manager I'm sorry"",""8I guess so T_T Today I'm not j-hope. I need another name""]",208,SMS_5S_J-hope_31_02_01,160,SMS_5S_J-hope_31_03_01,112,SMS_5S_J-hope_31_04_01,j-sad,j-hopeless,j-happy
31035018-14,J-Hope,"[""Manager!!"",""(You're that interested in my mini-bags?!""]",112,SMS_5S_J-hope_33_02_01,160,SMS_5S_J-hope_33_03_01,208,SMS_5S_J-hope_33_04_01,Because I want one too...,They look good on you!! Hahah,I was curious!
31035019-8,J-Hope,"[""2The year's almost over and soon it'll be a new one"",""<But it's something I like doing so I better power through!!!""]",160,SMS_5S_J-hope_35_02_01,112,SMS_5S_J-hope_35_03_01,208,SMS_5S_J-hope_35_04_01,!Yeah! Fighting to the both of us!,Go get some fresh air T_T,Stop everything and run away!
31035020-8,J-Hope,"[""Hobi hobi!!"","")and now I'm overflowing with hope hahahah""]",208,SMS_5S_J-hope_37_02_01,112,SMS_5S_J-hope_37_03_01,160,SMS_5S_J-hope_37_04_01,Cleaning?,Taking a break?,Setting plans for the year?
31035021-9,J-Hope,"[""Manager!!!"",""(Different from other cookies you've had?""]",112,SMS_5S_J-hope_39_02_01,160,SMS_5S_J-hope_39_03_01,208,SMS_5S_J-hope_39_04_01,I haven't tried them yet,Calm down!,They're good
31035022-4,J-Hope,"[""+Manager, if you could pick one bitter taste"",""What would it be????""]",160,SMS_5S_J-hope_41_02_01,112,SMS_5S_J-hope_41_03_01,208,SMS_5S_J-hope_41_04_01,The bitterness of espresso,The bitterness of medicine,"""The bitterness of sophora root tea"
31035023-14,J-Hope,"[""Manager, I have your bag lol"",""%Hmm... Can you give me some examples?""]",160,SMS_5S_J-hope_43_02_01,112,SMS_5S_J-hope_43_03_01,208,SMS_5S_J-hope_43_04_01,Like during dance practice?,Like before a performance?,%Like when you do stage safety checks?
31035024-4,J-Hope,"[""Manager"",""The sound of spring coming?!""]",112,SMS_5S1_J-hope_024_02_01,160,SMS_5S1_J-hope_024_03_01,208,SMS_5S1_J-hope_024_04_01,I hear it very well,What kind of sound is it?,You have great hearing
31035025-7,J-Hope,"[""Manager"",""2What?! You knew?! Then... what was I going to say?""]",112,SMS_5S1_J-hope_025_02_01,160,SMS_5S1_J-hope_025_03_01,208,SMS_5S1_J-hope_025_04_01,"You're actually a squirrel, Hobi",&Your real name is actually Jeong Hope?,You can see the future?
31035026-10,J-Hope,"[""Coming-of-Age Day is here again"",""The gift I gave you?""]",112,SMS_5S1_J-hope_026_02_01,160,SMS_5S1_J-hope_026_03_01,208,SMS_5S1_J-hope_026_04_01,It was a rose,A letter,Cologne
31035027-11,J-Hope,"[""Manager"",""Lool no not me""]",112,SMS_5S1_J-hope_027_02_01,160,SMS_5S1_J-hope_027_03_01,208,SMS_5S1_J-hope_027_04_01,$You pinch the air when you're scared,$You pinch the air when you're eating,You pinch the air when you dance
31035028-4,J-Hope,"[""Hello!!!!!!"",""Pleased to work with you!!!!!!""]",112,SMS_5S1_J-hope_028_02_01,160,SMS_5S1_J-hope_028_03_01,208,SMS_5S1_J-hope_028_04_01,?????,"Oh, hello!!! It's you",Hello I'm the new manager
31035029-12,J-Hope,"[""Maaanaaager!!"",""5Greaaat! What's your favorite way to travel, Manager?""]",208,SMS_5S1_J-hope_029_02_01,160,SMS_5S1_J-hope_029_03_01,112,SMS_5S1_J-hope_029_04_01,By airplane,By train,Wherever my feet take me
31035030-8,J-Hope,"[""\""Hoseok! Hoseok! Mr. Jeong Hoseok?!"",""-Hmm, I don't know... There's too many things!""]",208,SMS_5S1_J-hope_030_02_01,112,SMS_5S1_J-hope_030_03_01,160,SMS_5S1_J-hope_030_04_01,Fans cheering,When you dance!,The other members
31035031-5,J-Hope,"[""Sniffsniff T____T"",""My throat hurts hmmmmmph T__T""]",208,SMS_5S1_J-hope_031_02_01,112,SMS_5S1_J-hope_031_03_01,160,SMS_5S1_J-hope_031_04_01,Did you catch a cold?,$Did you go hard at singing practice?,From a flurry of reactions?
31035032-6,J-Hope,"[""Manager"",""*Then where do you like to watch them from?""]",112,SMS_5S1_J-hope_032_02_01,160,SMS_5S1_J-hope_032_03_01,208,SMS_5S1_J-hope_032_04_01,At home,At the movie theatre,Outside
31045001-7,RM,"[""When you read this message"",""How is it?""]",80,SMS_5S_RM_01_02_01,80,SMS_5S_RM_01_03_01,80,SMS_5S_RM_01_04_01,It's pretty cloudy.,It's so clear!,It's just dark.
31045001-14,RM,"[""When you read this message"",""Look back up at the sky, hurry!""]",104,SMS_5S_RM_01_05_01,56,SMS_5S_RM_01_06_01,80,SMS_5S_RM_01_07_01,Why are you doing this?,"Okay, I'll look.",Are you watching me?
31045002-8,RM,"[""Manager?"",""3I think this is insanely unfair T____T Crycry T___T""]",56,SMS_5S_RM_03_02_01,104,SMS_5S_RM_03_03_01,80,SMS_5S_RM_03_04_01,It wasn't you?,"%Of course it couldn't be you, Namjun!",It was me.
31045002-16,RM,"[""Manager?"",""\\What would be the best way? Hm... Should I set a trap? Or interrogate suspects one by one?""]",80,SMS_5S_RM_03_05_01,56,SMS_5S_RM_03_06_01,104,SMS_5S_RM_03_07_01,"You're like a detective, Namjun.",Do you really have to do that?,Anything I can help with?
31045003-9,RM,"[""Manager, I'm bored"",""\""Hm... Do you like sports, Manager?""]",80,SMS_5S_RM_05_02_01,56,SMS_5S_RM_05_03_01,104,SMS_5S_RM_05_04_01,Totally!,"No, I don't.",I just like watching them.
31045003-20,RM,"[""Manager, I'm bored"",""What do you think it is? Hehe""]",56,SMS_5S_RM_05_05_01,104,SMS_5S_RM_05_06_01,80,SMS_5S_RM_05_07_01,Swimming.,Ice skating.,Horseback riding.
31045004-7,RM,"[""@I have something to show you, I'll send it on the count of three"",""Two and three quarters...""]",56,SMS_5S_RM_07_02_01,104,SMS_5S_RM_07_03_01,80,SMS_5S_RM_07_04_01,"""If this turns out to be nothing...",(What the I don't want to see it anymore?,Three! Three! Three!!!!
31045004-18,RM,"[""@I have something to show you, I'll send it on the count of three"",""vI've redecorated the inside so it's beyond amazing. New figures, new gear, and I even hung an art piece I really like!""]",104,SMS_5S_RM_07_05_01,56,SMS_5S_RM_07_06_01,80,SMS_5S_RM_07_07_01,You're not going to invite me?,%Did you win the lottery or something?,Send me a picture!
31045006-4,RM,"[""\""Have you heard this saying before?"",""\\The real voyage of discovery consists not of seeking new landscapes, but of having new eyes.""]",80,SMS_5S_RM_11_02_01,56,SMS_5S_RM_11_03_01,104,SMS_5S_RM_11_04_01,What a great saying,What?,Is that a Namjun original?
31045006-24,RM,"[""\""Have you heard this saying before?"",""Wearing my favorite clothes!""]",80,SMS_5S_RM_11_05_01,56,SMS_5S_RM_11_06_01,104,SMS_5S_RM_11_07_01,Go for it,Don't go,Take me with you
31045007-9,RM,"[""It's a sleepless night"",""Do you have any suggestions?""]",80,SMS_5S_RM_13_02_01,104,SMS_5S_RM_13_03_01,56,SMS_5S_RM_13_04_01,Try counting sheep,Read a book,Try warm milk
31045007-26,RM,"[""It's a sleepless night"",""%There's a song I haven't finished yet""]",80,SMS_5S_RM_13_05_01,56,SMS_5S_RM_13_06_01,104,SMS_5S_RM_13_07_01,Which song is it?,No you have to go to bed,Can I come hang out?
31045008-8,RM,"[""Careful, be careful!"",""Don't go out!""]",80,SMS_5S_RM_15_02_01,56,SMS_5S_RM_15_03_01,104,SMS_5S_RM_15_04_01,Thanks!,+You're trying to get out of practicing huh?,&I'll claw through the fine dust to you
31045008-26,RM,"[""Careful, be careful!"",""It looks exactly like this one""]",80,SMS_5S_RM_15_05_01,104,SMS_5S_RM_15_06_01,0,0,Is it right to accept this?,Thanks I'll use it well!,
31045009-7,RM,"[""Ha... Manager"",""*I wanted to see if you could help, Manager""]",104,SMS_5S_RM_17_02_01,80,SMS_5S_RM_17_03_01,56,SMS_5S_RM_17_04_01,Anything! Ask away!,It's not a math problem right?,"""I can't even solve my own problems"
31045009-19,RM,"[""Ha... Manager"",""What should I focus on?""]",56,SMS_5S_RM_17_05_01,80,SMS_5S_RM_17_06_01,104,SMS_5S_RM_17_07_01,Singing skills?,Humor?,Cuteness?
31045010-6,RM,"[""YI'm on the bus back to the dorms and a bunch of middle school students in uniforms got on"",""NI feel a bit sentimental when I remember poring over my notebook and workbooks""]",80,SMS_5S_RM_09_02_01,104,SMS_5S_RM_09_03_01,56,SMS_5S_RM_09_04_01,You want to go back?,".I wonder what you were like back then, Namjun.",It's not too late!
31045010-15,RM,"[""YI'm on the bus back to the dorms and a bunch of middle school students in uniforms got on"",""VMy goal in life is to have my music flow from the earphones those students are wearing""]",56,SMS_5S_RM_09_05_01,104,SMS_5S_RM_09_06_01,80,SMS_5S_RM_09_07_01,You sound so cool!,&Isn't that what's currently happening?,That's too modest of a goal!
31045011-12,RM,"[""Sometimes I think"",""&Whoa! Yeah! Have you seen it anywhere?""]",112,SMS_5S_RM_19_02_01,208,SMS_5S_RM_19_03_01,160,SMS_5S_RM_19_04_01,I saw it in the car!,Jeongguk has it.,It's right here.
31045012-5,RM,"[""You know"",""&Probably just look like little insects""]",112,SMS_5S_RM_23_02_01,160,SMS_5S_RM_23_03_01,208,SMS_5S_RM_23_04_01,What brought this on?,%We're a little too busy to be insects,That's sad
31045013-11,RM,"[""L[Newsflash] \""BTS Kim Namjun's Birthday Said to Overlap with Chuseok Holiday\"""",""exclusives I managed to get?""]",160,SMS_5S_RM_21_02_01,112,SMS_5S_RM_21_03_01,208,SMS_5S_RM_21_04_01,I did,"Correction, please",Is that all?
31045014-10,RM,"[""I just got back from exercising"","".Manager... You haven't looked in it yet right?""]",160,SMS_5S_RM_25_02_01,112,SMS_5S_RM_25_03_01,208,SMS_5S_RM_25_04_01,I looked...,Lol I haven't looked,*I haven't but I think I know what it is ha
31045015-7,RM,"[""I want to ask you something"",""!Do you believe that ghosts exist?""]",160,SMS_5S_RM_27_02_01,112,SMS_5S_RM_27_03_01,208,SMS_5S_RM_27_04_01,I do!,No lol I don't!,Holy I'm scared T_T
31045016-15,RM,"[""The time has finally come"",""-The area swells up and you can't eat properly""]",112,SMS_5S_RM_29_02_01,160,SMS_5S_RM_29_03_01,208,SMS_5S_RM_29_04_01,Sounds cute,Sounds like a fad diet,'You're gonna have to face it eventually
